,id,fullName,shortName,nationality,dateOfBirth,rightArmedBowl,rightHandedBat,bowlingStyle
177,178,Cameron White,C White,Australia,1983-08-18,False,False,
178,179,Chris Lynn,C Lynn,Australia,1990-04-10,False,True,
179,180,Dale Steyn,D Steyn,South Africa,1983-06-27,False,False,
180,181,Dan Christian,D Christian,Australia,1983-05-04,True,True,
181,182,JP Duminy,JP Duminy,South Africa,1984-04-14,False,False,
182,183,Juan Theron,J Theron,South Africa,1985-07-24,False,False,
183,184,Darren Bravo,DM Bravo,West India,1989-02-06,False,False,
184,185,Daniel Harris,D Harris,Australia,1975-12-31,False,False,
185,186,David Hussey,D Hussey,Australia,1977-07-15,False,False,
186,187,David Miller,D Miller,South Africa,1989-06-10,False,False,
187,188,Dimitri Mascarenhas,D Mascarenhas,England,1977-10-30,False,False,
188,189,Nathan Rimmington,N Rimmington,Australia,1982-11-11,False,False,
189,190,Ryan Harris,R Harris,Australia,1979-10-11,False,False,
190,191,Shaun Marsh,S Marsh,Australia,1983-07-09,False,False,
191,192,Stuart Broad,S Broad,England,1986-06-24,True,False,FAST_SEAM
192,193,James Faulkner,J Faulkner,Australia,1990-04-29,False,True,
193,194,Azhar Mahmood,A Mahmood,England,1975-02-28,False,False,
194,195,Brad Haddin,B Haddin,Australia,1977-10-23,False,True,
195,196,Brett Lee,B Lee,Australia,1976-11-08,False,False,
196,197,Eoin Morgan,E Morgan,England,1986-09-10,False,False,
197,198,Jacques Kallis,J Kallis,South Africa,1975-10-16,False,False,
198,199,James Pattinson,J Pattinson,Australia,1990-05-03,False,False,
199,200,Ryan ten Doeschate,R ten Doeschate,Dutch,1980-06-30,False,False,
200,201,Shakib Al Hasan,S Al Hasan,Bangladesh,1987-03-24,False,False,
201,202,Brendon McCullum,B McCullum,New Zealand,1981-09-27,True,True,
202,203,Sunil Narine,S Narine,West India,1988-05-26,False,False,
203,204,Marchant de Lange,M de Lange,South Africa,1990-10-13,False,False,
204,205,Aiden Blizzard,A Blizzard,Australia,1984-06-27,False,False,
205,206,Andrew Symonds,A Symonds,Australia,1975-06-09,False,True,
206,207,Clint McKay,C McKay,Australia,1983-02-22,False,True,
208,209,James Franklin,J Franklin,New Zealand,1980-11-07,False,True,
209,210,Kieron Pollard,K Pollard,West India,1987-05-12,True,True,
210,211,Lasith Malinga,L Malinga,Sri Lanka,1983-08-28,True,True,
211,212,Herschelle Gibbs,H Gibbs,South Africa,1974-02-23,False,True,
212,213,Mitchell Johnson,M Johnson,Australia,1981-11-02,False,False,
213,214,Robin Peterson,R Peterson,South Africa,1979-08-04,False,True,
214,215,Thisara Perera,NTLC Perera,Sri Lanka,1989-04-03,False,True,
215,216,Alfonso Thomas,A Thomas,South Africa,1977-02-09,False,False,
216,217,Angelo Mathews,A Mathews,Sri Lanka,1987-06-02,True,True,
217,218,Callum Ferguson,C Ferguson,Australia,1984-11-21,False,False,
218,219,Graeme Smith,G Smith,South Africa,1981-02-01,False,False,
219,220,Jesse Ryder,J Ryder,New Zealand,1984-08-06,False,False,
220,221,Mitchell Marsh,M Marsh,Australia,1991-10-20,False,True,
221,222,Nathan McCullum,N McCullum,New Zealand,1980-09-01,False,True,
222,223,Wayne Parnell,W Parnell,South Africa,1989-07-30,False,False,
223,224,Johan Botha,J Botha,South Africa,1982-05-02,False,False,
224,225,Paul Collingwood,P Collingwood,England,1976-05-26,False,False,
225,226,Ross Taylor,R Taylor,New Zealand,1984-03-08,False,False,
226,227,Shane Watson,S Watson,Australia,1981-06-17,True,True,
227,228,Shaun Tait,S Tait,Australia,1983-02-22,False,False,
228,229,Brad Hodge,B Hodge,Australia,1974-12-29,False,False,
229,230,Dinesh Chandimal,D Chandimal,Sri Lanka,1989-11-18,False,False,
230,231,Brad Hogg,B Hogg,Australia,1971-02-06,False,False,
231,232,Kevon Cooper,K Cooper,West India,1989-02-02,False,False,
232,233,AB de Villiers,AB de Villiers,South Africa,1984-02-17,True,True,
233,234,Andrew McDonald,A McDonald,Australia,1981-06-05,False,False,
234,235,Charl Langeveldt,C Langeveldt,South Africa,1974-12-17,False,False,
235,236,Chris Gayle,C Gayle,West India,1979-09-21,True,False,
236,237,Dirk Nannes,D Nannes,Australia,1976-05-16,False,False,
237,238,Luke Pomersbach,L Pomersbach,Australia,1984-09-28,False,False,
238,239,Rilee Rossouw,R Rossouw,South Africa,1989-10-09,False,False,
239,240,Tillakaratne Dilshan,T Dilshan,Sri Lanka,1976-10-14,False,False,
240,241,Muttiah Muralitharan,M Muralitharan,Sri Lanka,1972-04-17,True,True,OFF_SPIN
242,243,Daniel Vettori,D Vettori,New Zealand,1979-01-27,False,False,
244,245,Tanmay Mishra,T Mishra,Kenyan,1986-12-22,False,True,
245,246,TP Sudhindra,TP Sudhindra,India,1984-04-24,False,False,
248,249,Biplap Samantray,B Samantray,India,1988-12-14,False,False,
249,250,Veer Pratap Singh,VP Singh,India,1992-05-03,False,False,
252,253,Gurkeerat Mann Singh,GM Singh,India,1990-06-29,True,True,OFF_SPIN
253,254,Parvinder Awana,P Awana,India,1986-07-19,False,False,
256,258,Sanju Samson,S Samson,India,1994-11-11,True,True,
259,261,Kuldeep Yadav,K Yadav,India,1994-12-14,False,False,
260,262,Rahul Shukla,R Shukla,India,2012-03-19,False,True,
264,266,Richard Levi,R Levi,South Africa,1988-01-14,False,True,
268,270,Raiphi Gomez,R Gomez,India,1985-10-16,False,False,
269,271,Steve Smith,S Smith,Australia,1989-06-02,True,True,
270,272,Marlon Samuels,M Samuels,West India,1981-01-05,False,False,
271,273,Ajit Chandila,A Chandila,India,2012-01-01,False,False,
272,274,Gajendra Singh,G Singh,India,1988-09-10,False,False,
273,275,Owais Shah,O Shah,England,1978-10-22,False,False,
274,276,Karun Nair,K Nair,India,1991-12-06,True,True,
275,277,Ronit More,R More,India,1992-02-11,False,False,
277,279,KP Appanna,KP Appanna,India,1988-12-20,False,False,
279,281,Syed Mohammad,S Mohammad,India,2012-01-01,False,False,
280,282,Glenn Maxwell,G Maxwell,Australia,1988-10-14,True,True,OFF_SPIN
282,284,Abhishek Jhunjhunwala,A Jhunjhunwala,India,1982-12-01,False,False,
283,285,Luke Wright,L Wright,England,1985-03-07,False,False,
284,286,Michael Clarke,M Clarke,Australia,1981-04-02,False,False,
285,287,Tamim Iqbal,T Iqbal,Bangladesh,1989-03-20,False,False,
286,288,Ryan McLaren,R McLaren,South Africa,1983-02-09,False,False,
288,290,Matthew Wade,M Wade,Australia,1987-12-26,False,True,
290,292,Shane Warne,S Warne,Australia,1969-09-13,False,True,
291,293,Jacob Oram,J Oram,New Zealand,1978-07-28,False,False,
292,294,JJ van der Wath,JJ van der Wath,,2012-04-27,False,True,
294,296,Michael Klinger,M Klinger,Australia,1980-07-04,False,True,
295,297,Kedar Jadhav,K Jadhav,India,1985-03-26,True,True,
296,298,P Parameswaran,P Parameswaran,,2012-04-27,False,True,
298,300,Balachandra Akhil,B Akhil,India,1977-10-07,False,True,
300,303,Tim Paine,T Paine,Australia,1984-12-08,False,True,
301,304,AN Ahmed DUPLICATE,AN Ahmed,,2012-04-27,False,True,
302,305,Ray Price,R Price,Zimbabwe,1976-06-12,False,True,
303,306,Mark Boucher,MV Boucher,South Africa,1976-12-03,False,True,
304,307,Tim Southee,T Southee,New Zealand,1988-12-11,True,True,
306,309,Michael Lumb,M Lumb,England,1980-12-02,False,True,
307,310,Glenn McGrath,GD McGrath,Australia,1970-02-09,False,True,
308,311,MF Maharoof,MF Maharoof,,2012-04-30,False,True,
309,312,Mohammad Asif,Mohammad Asif,,2012-04-30,False,True,
310,313,Brett Geeves,B Geeves,Australia,1982-06-13,False,True,
311,314,Shoaib Malik,S Malik,Pakistan,1982-02-01,False,True,
312,315,Younis Khan,Younis Khan,Pakistan,1977-11-29,False,True,
313,316,Kamran Akmal,K Akmal,Pakistan,1982-01-13,False,True,
314,317,Dinesh Salunkhe,D Salunkhe,India,1982-11-12,False,True,
318,321,Sohail Tanvir,Sohail Tanvir,Pakistan,1984-12-12,False,True,
321,324,VRV Singh,VRV Singh,,2012-04-30,False,True,
322,325,Ramnaresh Sarwan,R Sarwan,West India,1980-06-23,False,True,
323,326,Simon Katich,S Katich,Australia,1975-08-21,False,False,
325,328,WA Mota,WA Mota,,2012-04-30,False,True,
327,330,Abdur Razzak,Abdur Razzak,Bangladesh,1982-06-15,False,True,
328,331,Anil Kumble,A Kumble,India,1970-10-17,False,True,
329,332,Misbah-ul-Haq,Misbah-ul-Haq,Pakistan,1974-05-28,False,True,
330,333,Shivnarine Chanderpaul,S Chanderpaul,West India,1974-08-16,False,False,
332,335,Ashley Noffke,AA Noffke,Australia,1977-04-30,False,True,
334,337,SB Joshi,SB Joshi,,2012-04-30,False,True,
335,338,Luke Ronchi,L Ronchi,New Zealand,1981-04-23,False,True,
337,340,RR Raje,RR Raje,,2012-04-30,False,True,
339,342,Sanath Jayasuriya,ST Jayasuriya,Sri Lanka,1969-06-30,False,True,
340,344,Dominic Thornely,D Thornely,Australia,1978-10-01,False,True,
341,345,Dilhara Fernando,D Fernando,Sri Lanka,1979-07-19,False,True,
342,346,Andre Nel,A Nel,South Africa,1977-07-15,False,True,
343,347,Shaun Pollock,SM Pollock,South Africa,1973-07-16,False,True,
344,348,MA Khote,MA Khote,,2012-04-30,False,True,
347,351,Makhaya Ntini,M Ntini,South Africa,1977-07-06,False,True,
348,352,Matthew Hayden,ML Hayden,Australia,1971-10-29,False,True,
349,353,Chamara Kapugedera,CK Kapugedera,Sri Lanka,1987-02-24,False,True,
351,355,P Amarnath,P Amarnath,,2012-04-30,False,True,
352,356,Shoaib Akhtar,Shoaib Akhtar,Pakistan,1975-08-13,False,True,
354,358,Ajantha Mendis,A Mendis,Sri Lanka,1985-03-11,False,True,
355,359,Umar Gul,U Gul,Pakistan,1984-04-14,False,True,
357,361,Ricky Ponting,R Ponting,Australia,1974-12-19,False,True,
359,364,DNT Zoysa,DNT Zoysa,,2012-04-30,False,True,
360,365,PM Sarvesh Kumar,PM Sarvesh Kumar,,2012-04-30,False,True,
362,367,Shahid Afridi,S Afridi,Pakistan,1980-03-01,False,True,
363,368,D Kalyankrishna,D Kalyankrishna,,2012-04-30,False,True,
364,369,DP Vijaykumar,DP Vijaykumar,,2012-04-30,False,True,
365,370,Chaminda Vaas,WPUJC Vaas,Sri Lanka,1974-01-27,False,True,
366,371,SB Bangar,SB Bangar,,2012-04-30,False,True,
367,372,YA Abdulla,YA Abdulla,,2012-04-30,False,True,
369,374,Ravi Bopara,R Bopara,England,1985-05-04,False,True,
370,375,T Henderson,T Henderson,,2012-04-30,False,True,
371,376,SM Harwood,SM Harwood,,2012-04-30,False,True,
372,377,LA Carseldine,LA Carseldine,,2012-04-30,False,True,
373,378,Rob Quiney,R Quiney,Australia,1982-08-20,False,False,
375,380,D du Preez,D du Preez,,2012-04-30,False,True,
377,383,Mohammad Ashraful,Mohammad Ashraful,Bangladesh,1984-07-07,False,True,
378,384,C Nanda,C Nanda,,2012-04-30,False,True,
379,385,GR Napier,GR Napier,,2012-04-30,False,True,
382,388,Moises Henriques,M Henriques,Australia,1987-02-01,False,True,
384,391,Mashrafe Mortaza,M Mortaza,Bangladesh,1983-10-05,False,True,
385,392,Andrew Flintoff,A Flintoff,England,1977-12-06,False,True,
386,393,T Thushara,T Thushara,,2012-04-30,False,True,
388,395,Jaskaran Singh,J Singh,India,1989-09-04,True,True,MEDIUM_SEAM
389,396,FH Edwards - DUPLICATE,FH Edwards,,2012-04-30,False,True,
393,400,Adam Voges,A Voges,Australia,1979-10-04,False,True,
394,401,Amit Uniyal,A Uniyal,India,1981-11-21,False,False,
397,404,JM Kemp,JM Kemp,,2012-04-30,False,True,
398,405,Shane Bond,SE Bond,New Zealand,1975-06-07,False,True,
403,410,Kemar Roach,K Roach,West India,1988-06-30,False,True,
404,411,SS Mundhe,SS Mundhe,India,2012-05-01,False,True,
405,412,Anureet Singh,Anureet Singh,India,1982-02-26,False,True,
406,413,Dwayne Smith,DR Smith,West India,1983-04-12,True,True,
409,417,Mignon du Preez,M du Preez,South Africa,1989-06-13,False,True,
410,418,Trisha Chetty,T Chetty,South Africa,1988-06-26,False,True,
411,419,Susan Benade,S Benade,South Africa,1982-02-16,False,True,
412,420,Dinesha Devnarain,D Devnarain,South Africa,1988-11-12,False,True,
415,423,Shabnim Ismail,S Ismail,South Africa,1988-10-05,False,True,
416,424,Marizanne Kapp,M Kapp,South Africa,1990-01-04,False,True,
417,425,Ayabonga Khaka,A Khaka,South Africa,1992-07-18,False,True,
418,426,Marcia Letsoalo,M Letsoalo,South Africa,1984-04-11,False,True,
419,427,Sunette Loubser,S Loubser,South Africa,1982-09-26,False,True,
420,428,Sune Luus,S Luus,South Africa,1996-01-05,False,True,
422,430,Dane van Niekerk,D van Niekerk,South Africa,1993-05-14,False,True,
423,431,Martin Guptill,M Guptill,New Zealand,1986-09-30,True,True,
424,432,Ronnie Hira,R Hira,New Zealand,1987-01-21,False,False,
425,433,Kyle Mills,K Mills,New Zealand,1979-03-15,False,True,
426,434,Adam Milne,A Milne,New Zealand,1992-04-13,True,True,
427,435,Rob Nicol,R Nicol,New Zealand,1983-05-28,False,True,
428,439,BJ Watling,BJ Watling,New Zealand,1985-07-09,False,True,
429,440,Kane Williamson,K Williamson,New Zealand,1990-08-08,False,True,
430,441,Mohammad Hafeez,M Hafeez,Pakistan,1980-10-17,False,True,
431,442,Abdul Razzaq,A Razzaq,Pakistan,1979-12-02,False,True,
432,443,Asad Shafiq,A Shafiq,Pakistan,1986-01-28,False,True,
434,446,Mohammad Sami,M Sami,Pakistan,1981-02-24,False,True,
435,447,Nasir Jamshed,N Jamshed,Pakistan,1989-12-06,False,False,
436,448,Raza Hasan,R Hasan,Pakistan,1974-12-19,False,True,
437,449,Saeed Ajmal,S Ajmal,Pakistan,1977-10-14,False,True,
438,453,Umar Akmal,U Akmal,Pakistan,1990-05-26,False,True,
439,455,Yasir Arafat,Y Arafat,Pakistan,1982-03-12,False,True,
440,456,Hashim Amla,H Amla,South Africa,1983-03-31,True,True,
441,457,Farhaan Behardien,F Behardien,South Africa,1983-10-09,False,True,
442,458,Justin Ontong,J Ontong,South Africa,1980-01-04,False,True,
443,459,Lonwabo Tsotsobe,L Tsotsobe,South Africa,1984-03-07,False,True,
445,461,Alex Blackwell,A Blackwell,Australia,1983-08-31,False,True,
446,462,Jess Cameron,J Cameron,Australia,1989-06-26,False,True,
447,463,Sarah Coyte,S Coyte,Australia,1991-03-30,False,True,
449,465,Rachael Haynes,R Haynes,Australia,1986-12-26,False,False,
450,466,Alyssa Healy,A Healy,Australia,1990-03-24,False,True,
451,467,Julie Hunter,J Hunter,Australia,1984-03-15,False,True,
452,468,Jess Jonassen,J Jonassen,Australia,1992-11-05,False,False,
453,469,Meg Lanning,M Lanning,Australia,1992-03-25,False,True,
454,470,Erin Osborne,E Osborne,Australia,1989-06-27,False,True,
455,471,Ellyse Perry,E Perry,Australia,1990-11-03,False,True,
456,472,Leah Poulton,L Poulton,Australia,1984-02-27,False,True,
457,473,Lisa Sthalekar,L Sthalekar,Australia,1979-08-13,False,True,
458,474,Suzie Bates,S Bates,New Zealand,1987-09-16,False,True,
459,475,Erin Bermingham,E Bermingham,New Zealand,1981-04-18,False,True,
460,476,Kate Broadmore,K Broadmore,New Zealand,1991-11-11,False,True,
461,477,Nicola Browne,N Browne,New Zealand,1983-09-14,False,True,
462,478,Sophie Devine,S Devine,New Zealand,1989-09-01,False,True,
463,479,Lucy Doolan,L Doolan,New Zealand,1987-12-11,False,True,
464,480,Sara McGlashan,S McGlashan,New Zealand,1982-03-28,False,True,
465,481,Frances Mackay,F Mackay,New Zealand,1990-06-01,False,True,
466,482,Katey Martin,K Martin,New Zealand,1985-02-07,False,True,
467,483,Morna Nielsen,M Nielsen,New Zealand,1990-02-24,False,True,
470,486,Sian Ruck,S Ruck,New Zealand,1983-12-08,False,True,
471,487,Amy Satterthwaite,A Satterthwaite,New Zealand,1986-10-07,False,False,
472,488,Pat Cummins,P Cummins,Australia,1993-05-08,True,True,FAST_SEAM
473,489,Xavier Doherty,X Doherty,Australia,1982-11-22,False,True,
474,490,Mitchell Starc,M Starc,Australia,1990-01-30,False,True,
475,491,Mushfiqur Rahim,M Rahim,Bangladesh,1988-09-01,False,True,
476,492,Mahmudullah,Mahmudullah,Bangladesh,1986-02-04,False,True,
477,493,Abul Hasan,A Hasan,Bangladesh,1992-08-05,True,False,MEDIUM_SEAM
478,494,Elias Sunny,E Sunny,Bangladesh,2012-08-16,False,False,
479,495,Farhad Reza,F Reza,Bangladesh,1986-06-16,False,True,
482,498,Nasir Hossain,N Hossain,Bangladesh,1991-11-30,False,True,
483,499,Shafiul Islam,S Islam,Bangladesh,1989-10-06,False,True,
484,500,Ziaur Rahman,Z Rahman,Bangladesh,2012-08-16,False,True,
485,501,Upul Tharanga,WU Tharanga,Sri Lanka,1985-02-02,False,False,
486,502,Lahiru Thirimanne,L Thirimanne,Sri Lanka,1989-09-07,False,False,
487,503,Jeevan Mendis,J Mendis,Sri Lanka,1983-01-15,False,False,
488,504,Rangana Herath,R Herath,Sri Lanka,1978-03-19,False,False,
489,505,Nuwan Pradeep,N Pradeep,Sri Lanka,1986-10-19,False,True,
490,506,Jonny Bairstow,J Bairstow,England,1989-09-26,False,True,
491,507,Tim Bresnan,T Bresnan,England,1985-02-28,False,True,
492,508,Danny Briggs,D Briggs,England,1991-04-30,False,True,
493,509,Jos Buttler,J Buttler,England,1990-09-08,True,True,
494,510,Steven Finn,S Finn,England,1989-04-04,False,True,
495,511,Alex Hales,A Hales,England,1989-01-03,False,True,
496,512,Craig Kieswetter,C Kieswetter,England,1987-11-28,False,True,
497,513,Samit Patel,S Patel,England,1984-11-30,False,True,
498,514,Graeme Swann,G Swann,England,1979-03-24,False,True,
499,515,William Porterfield,W Porterfield,Ireland,1984-09-06,False,False,
500,516,Alex Cusack,A Cusack,Ireland,1980-10-29,False,True,
