,id,fullName,shortName,nationality,dateOfBirth,rightArmedBowl,rightHandedBat,bowlingStyle
235,236,Chris Gayle,C Gayle,West India,1979-09-21,True,False,
237,238,Luke Pomersbach,L Pomersbach,Australia,1984-09-28,False,False,
238,239,Rilee Rossouw,R Rossouw,South Africa,1989-10-09,False,False,
239,240,Tillakaratne Dilshan,T Dilshan,Sri Lanka,1976-10-14,False,False,
242,243,Daniel Vettori,D Vettori,New Zealand,1979-01-27,False,False,
252,253,Gurkeerat Mann Singh,GM Singh,India,1990-06-29,True,True,OFF_SPIN
256,258,Sanju Samson,S Samson,India,1994-11-11,True,True,
259,261,Kuldeep Yadav,K Yadav,India,1994-12-14,False,False,
264,266,Richard Levi,R Levi,South Africa,1988-01-14,False,True,
269,271,Steve Smith,S Smith,Australia,1989-06-02,True,True,
270,272,Marlon Samuels,M Samuels,West India,1981-01-05,False,False,
273,275,Owais Shah,O Shah,England,1978-10-22,False,False,
274,276,Karun Nair,K Nair,India,1991-12-06,True,True,
280,282,Glenn Maxwell,G Maxwell,Australia,1988-10-14,True,True,OFF_SPIN
283,285,Luke Wright,L Wright,England,1985-03-07,False,False,
284,286,Michael Clarke,M Clarke,Australia,1981-04-02,False,False,
285,287,Tamim Iqbal,T Iqbal,Bangladesh,1989-03-20,False,False,
286,288,Ryan McLaren,R McLaren,South Africa,1983-02-09,False,False,
288,290,Matthew Wade,M Wade,Australia,1987-12-26,False,True,
290,292,Shane Warne,S Warne,Australia,1969-09-13,False,True,
291,293,Jacob Oram,J Oram,New Zealand,1978-07-28,False,False,
294,296,Michael Klinger,M Klinger,Australia,1980-07-04,False,True,
295,297,Kedar Jadhav,K Jadhav,India,1985-03-26,True,True,
300,303,Tim Paine,T Paine,Australia,1984-12-08,False,True,
303,306,Mark Boucher,MV Boucher,South Africa,1976-12-03,False,True,
304,307,Tim Southee,T Southee,New Zealand,1988-12-11,True,True,
306,309,Michael Lumb,M Lumb,England,1980-12-02,False,True,
311,314,Shoaib Malik,S Malik,Pakistan,1982-02-01,False,True,
312,315,Younis Khan,Younis Khan,Pakistan,1977-11-29,False,True,
313,316,Kamran Akmal,K Akmal,Pakistan,1982-01-13,False,True,
318,321,Sohail Tanvir,Sohail Tanvir,Pakistan,1984-12-12,False,True,
322,325,Ramnaresh Sarwan,R Sarwan,West India,1980-06-23,False,True,
323,326,Simon Katich,S Katich,Australia,1975-08-21,False,False,
329,332,Misbah-ul-Haq,Misbah-ul-Haq,Pakistan,1974-05-28,False,True,
330,333,Shivnarine Chanderpaul,S Chanderpaul,West India,1974-08-16,False,False,
335,338,Luke Ronchi,L Ronchi,New Zealand,1981-04-23,False,True,
339,342,Sanath Jayasuriya,ST Jayasuriya,Sri Lanka,1969-06-30,False,True,
348,352,Matthew Hayden,ML Hayden,Australia,1971-10-29,False,True,
349,353,Chamara Kapugedera,CK Kapugedera,Sri Lanka,1987-02-24,False,True,
354,358,Ajantha Mendis,A Mendis,Sri Lanka,1985-03-11,False,True,
355,359,Umar Gul,U Gul,Pakistan,1984-04-14,False,True,
357,361,Ricky Ponting,R Ponting,Australia,1974-12-19,False,True,
362,367,Shahid Afridi,S Afridi,Pakistan,1980-03-01,False,True,
369,374,Ravi Bopara,R Bopara,England,1985-05-04,False,True,
373,378,Rob Quiney,R Quiney,Australia,1982-08-20,False,False,
379,385,GR Napier,GR Napier,,2012-04-30,False,True,
382,388,Moises Henriques,M Henriques,Australia,1987-02-01,False,True,
384,391,Mashrafe Mortaza,M Mortaza,Bangladesh,1983-10-05,False,True,
393,400,Adam Voges,A Voges,Australia,1979-10-04,False,True,
403,410,Kemar Roach,K Roach,West India,1988-06-30,False,True,
406,413,Dwayne Smith,DR Smith,West India,1983-04-12,True,True,
409,417,Mignon du Preez,M du Preez,South Africa,1989-06-13,False,True,
410,418,Trisha Chetty,T Chetty,South Africa,1988-06-26,False,True,
415,423,Shabnim Ismail,S Ismail,South Africa,1988-10-05,False,True,
416,424,Marizanne Kapp,M Kapp,South Africa,1990-01-04,False,True,
420,428,Sune Luus,S Luus,South Africa,1996-01-05,False,True,
422,430,Dane van Niekerk,D van Niekerk,South Africa,1993-05-14,False,True,
423,431,Martin Guptill,M Guptill,New Zealand,1986-09-30,True,True,
426,434,Adam Milne,A Milne,New Zealand,1992-04-13,True,True,
428,439,BJ Watling,BJ Watling,New Zealand,1985-07-09,False,True,
429,440,Kane Williamson,K Williamson,New Zealand,1990-08-08,False,True,
430,441,Mohammad Hafeez,M Hafeez,Pakistan,1980-10-17,False,True,
432,443,Asad Shafiq,A Shafiq,Pakistan,1986-01-28,False,True,
435,447,Nasir Jamshed,N Jamshed,Pakistan,1989-12-06,False,False,
437,449,Saeed Ajmal,S Ajmal,Pakistan,1977-10-14,False,True,
438,453,Umar Akmal,U Akmal,Pakistan,1990-05-26,False,True,
440,456,Hashim Amla,H Amla,South Africa,1983-03-31,True,True,
441,457,Farhaan Behardien,F Behardien,South Africa,1983-10-09,False,True,
445,461,Alex Blackwell,A Blackwell,Australia,1983-08-31,False,True,
446,462,Jess Cameron,J Cameron,Australia,1989-06-26,False,True,
449,465,Rachael Haynes,R Haynes,Australia,1986-12-26,False,False,
450,466,Alyssa Healy,A Healy,Australia,1990-03-24,False,True,
452,468,Jess Jonassen,J Jonassen,Australia,1992-11-05,False,False,
453,469,Meg Lanning,M Lanning,Australia,1992-03-25,False,True,
455,471,Ellyse Perry,E Perry,Australia,1990-11-03,False,True,
457,473,Lisa Sthalekar,L Sthalekar,Australia,1979-08-13,False,True,
458,474,Suzie Bates,S Bates,New Zealand,1987-09-16,False,True,
461,477,Nicola Browne,N Browne,New Zealand,1983-09-14,False,True,
462,478,Sophie Devine,S Devine,New Zealand,1989-09-01,False,True,
464,480,Sara McGlashan,S McGlashan,New Zealand,1982-03-28,False,True,
466,482,Katey Martin,K Martin,New Zealand,1985-02-07,False,True,
471,487,Amy Satterthwaite,A Satterthwaite,New Zealand,1986-10-07,False,False,
472,488,Pat Cummins,P Cummins,Australia,1993-05-08,True,True,FAST_SEAM
474,490,Mitchell Starc,M Starc,Australia,1990-01-30,False,True,
475,491,Mushfiqur Rahim,M Rahim,Bangladesh,1988-09-01,False,True,
476,492,Mahmudullah,Mahmudullah,Bangladesh,1986-02-04,False,True,
482,498,Nasir Hossain,N Hossain,Bangladesh,1991-11-30,False,True,
485,501,Upul Tharanga,WU Tharanga,Sri Lanka,1985-02-02,False,False,
486,502,Lahiru Thirimanne,L Thirimanne,Sri Lanka,1989-09-07,False,False,
487,503,Jeevan Mendis,J Mendis,Sri Lanka,1983-01-15,False,False,
488,504,Rangana Herath,R Herath,Sri Lanka,1978-03-19,False,False,
489,505,Nuwan Pradeep,N Pradeep,Sri Lanka,1986-10-19,False,True,
490,506,Jonny Bairstow,J Bairstow,England,1989-09-26,False,True,
491,507,Tim Bresnan,T Bresnan,England,1985-02-28,False,True,
492,508,Danny Briggs,D Briggs,England,1991-04-30,False,True,
493,509,Jos Buttler,J Buttler,England,1990-09-08,True,True,
494,510,Steven Finn,S Finn,England,1989-04-04,False,True,
495,511,Alex Hales,A Hales,England,1989-01-03,False,True,
496,512,Craig Kieswetter,C Kieswetter,England,1987-11-28,False,True,
497,513,Samit Patel,S Patel,England,1984-11-30,False,True,
498,514,Graeme Swann,G Swann,England,1979-03-24,False,True,
499,515,William Porterfield,W Porterfield,Ireland,1984-09-06,False,False,
501,517,George Dockrell,G Dockrell,Ireland,1992-07-22,False,True,
502,518,Trent Johnston,T Johnston,Ireland,1974-04-29,False,True,
504,520,Ed Joyce,E Joyce,Ireland,1978-09-22,False,False,
505,521,Tim Murtagh,T Murtagh,Ireland,1981-08-02,False,False,
506,522,Kevin O'Brien,K O'Brien,Ireland,1984-03-04,False,True,
507,523,Niall O'Brien,N O'Brien,Ireland,1981-11-08,False,False,
508,524,Boyd Rankin,B Rankin,Ireland,1984-07-05,False,False,
510,526,Paul Stirling,P Stirling,Ireland,1990-09-03,False,True,
511,527,Stuart Thompson,S Thompson,Ireland,1991-08-15,False,False,
513,529,Gary Wilson,G Wilson,Ireland,1986-02-05,False,True,
514,530,Brendan Taylor,B Taylor,Zimbabwe,1986-02-06,False,True,
515,531,Elton Chigumbura,E Chigumbura,Zimbabwe,1986-03-14,False,True,
516,532,Graeme Cremer,G Cremer,Zimbabwe,1986-09-19,False,True,
517,533,Craig Ervine,C Ervine,Zimbabwe,1985-08-19,False,False,
518,534,Kyle Jarvis,K Jarvis,Zimbabwe,1989-02-16,False,True,
519,535,Hamilton Masakadza,H Masakadza,Zimbabwe,1983-08-09,False,True,
521,537,Chris Mpofu,C Mpofu,Zimbabwe,1985-11-27,False,True,
524,540,Vusi Sibanda,V Sibanda,Zimbabwe,1983-10-10,False,True,
525,541,Prosper Utseya,P Utseya,Zimbabwe,1985-03-26,False,True,
527,543,Malcolm Waller,M Waller,Zimbabwe,1984-02-28,False,True,
528,544,Charlotte Edwards,C Edwards,England,1979-12-17,False,True,
529,545,Tammy Beaumont,T Beaumont,England,1991-03-11,False,True,
530,546,Arran Brindle,A Brindle,England,1981-11-23,False,True,
531,547,Katherine Brunt,K Brunt,England,1985-07-02,False,True,
533,549,Lydia Greenway,L Greenway,England,1985-08-06,False,False,
534,550,Jenny Gunn,J Gunn,England,1986-05-09,False,True,
535,551,Danielle Hazell,D Hazell,England,1988-05-13,False,True,
536,552,Heather Knight,H Knight,England,1990-12-26,False,True,
537,553,Laura Marsh,L Marsh,England,1986-12-05,False,True,
538,555,Anya Shrubsole,A Shrubsole,England,1991-12-07,False,True,
539,556,Sarah Taylor,S Taylor,England,1989-05-20,False,True,
540,557,Danni Wyatt,D Wyatt,England,1991-04-22,False,True,
541,558,Mithali Raj,M Raj,India,1982-12-03,False,True,
542,559,Harmanpreet Kaur,H Kaur,India,1989-03-08,False,True,
545,562,Jhulan Goswami,J Goswami,India,1982-11-25,False,True,
551,568,Punam Raut,P Raut,India,1989-10-14,False,True,
555,572,Merissa Aguilleira,M Aguilleira,West India,1985-12-14,False,True,
556,573,Stafanie Taylor,S Taylor,West India,1991-06-11,False,True,
557,574,Shemaine Campbelle,S Campbelle,West India,1992-10-14,False,True,
559,576,Shanel Daley,S Daley,West India,1988-12-25,False,False,
560,577,Deandra Dottin,D Dottin,West India,1991-06-21,False,True,
561,578,Stacy-Ann King,SA King,West India,1983-07-17,False,False,
563,580,Anisa Mohammed,A Mohammed,West India,1988-09-07,False,True,
569,586,Shaminda Eranga,S Eranga,Sri Lanka,1986-06-23,False,True,
571,588,Akila Dananjaya,A Dananjaya,Sri Lanka,1993-10-04,False,False,
572,589,Darren Sammy,D Sammy,West India,1983-12-20,False,True,
574,591,Johnson Charles,J Charles,West India,1989-01-14,False,True,
575,592,Fidel Edwards,F Edwards,West India,1982-02-06,False,True,
576,593,Denesh Ramdin,D Ramdin,West India,1985-03-13,False,True,
577,594,Ravi Rampaul,R Rampaul,West India,1984-10-15,False,False,
578,595,Lendl Simmons,L Simmons,West India,1985-01-25,True,True,
579,596,Shashikala Siriwardana,S Siriwardana,Sri Lanka,1985-02-14,False,True,
583,600,Chamari Athapaththu,C Athapaththu,Sri Lanka,1990-02-09,False,False,
585,602,Udeshika Prabodani,U Prabodani,Sri Lanka,1985-09-20,False,True,
590,607,Dilani Manodara,D Manodara,Sri Lanka,1982-12-08,False,True,
592,609,Sripali Weerakkody,S Weerakkody,Sri Lanka,1986-01-07,False,False,
593,610,Nawroz Mangal,N Mangal,Afghanistan,1984-07-15,False,True,
594,611,Asghar Afghanistan,A Afghanistan,Afghanistan,1987-02-22,False,True,
595,612,Dawlat Zadran,D Zadran,Afghanistan,1983-03-19,False,True,
596,613,Gulbadin Naib,G Naib,Afghanistan,1991-03-16,False,True,
599,616,Javed Ahmadi,J Ahmadi,Afghanistan,1992-01-02,False,True,
601,618,Mohammad Nabi,M Nabi,Afghanistan,1985-01-01,True,True,OFF_SPIN
602,619,Mohammad Shahzad,M Shahzad,Afghanistan,1988-01-31,False,True,
603,620,Najibullah Zadran,N Zadran,Afghanistan,1993-02-28,False,False,
605,622,Samiullah Shinwari,S Shinwari,Afghanistan,1987-02-03,False,True,
606,623,Shafiqullah,Shafiqullah,Afghanistan,1989-08-07,False,True,
608,625,Sana Mir,S Mir,Pakistan,1986-01-05,False,True,
609,626,Nain Abidi,SNF Abidi,Pakistan,1985-05-23,False,True,
610,627,Asmavia Iqbal Khokhar,AI Khokar,Pakistan,1988-01-01,False,True,
612,629,Bismah Maroof,B Maroof,Pakistan,1992-07-18,False,False,
614,631,Javeria Khan,J Khan,Pakistan,1988-05-14,False,True,
617,635,Nahida Khan,N Khan,Pakistan,1986-11-03,False,True,
618,636,Nida Dar,N Dar,Pakistan,1987-01-02,False,True,
619,637,Qanita Jalil,Q Jalil,Pakistan,1982-03-21,False,True,
624,642,Rory Kleinveldt,R Kleinveldt,South Africa,1983-03-15,False,True,
625,643,Vernon Philander,V Philander,South Africa,1985-06-24,False,True,
628,646,Phil Hughes,P Hughes,Australia,1988-11-30,False,False,
629,647,Ben Rohrer,B Rohrer,Australia,1981-03-26,False,True,
634,652,Dean Elgar,D Elgar,South Africa,1987-06-11,False,False,
641,659,Peter Siddle,P Siddle,Australia,1984-11-25,False,True,
644,662,Hamish Rutherford,H Rutherford,New Zealand,1989-04-27,False,False,
650,668,Neil Wagner,N Wagner,New Zealand,1986-03-13,False,False,
651,669,Marcus Trescothick,ME Trescothick,England,1975-12-25,False,False,
655,673,PD Trego,PD Trego,,2012-09-06,False,True,
656,674,JC Hildreth,JC Hildreth,,2012-09-06,False,True,
662,680,Andy Hodd,AJ Hodd,England,1984-01-12,False,True,
678,696,Michael Yardy,MH Yardy,England,1980-11-27,False,True,
681,699,WJ Durston,WJ Durston,,2012-09-06,False,True,
689,707,Alviro Petersen,A Petersen,South Africa,1980-12-05,False,True,
698,716,Kushal Janith Perera,KJ Perera,Sri Lanka,2012-09-06,False,False,
699,717,Ashwell Prince,AG Prince,South Africa,1977-05-28,False,True,
707,725,K Noema-Barnett,K Noema-Barnett,,2012-09-06,False,True,
712,730,Mitchell McClenaghan,M McClenaghan,New Zealand,1986-06-11,False,False,
715,733,Tom Cooper,T Cooper,Australia,1986-11-26,False,True,
729,747,Devendra Bishoo,D Bishoo,West India,1985-11-06,False,True,
730,748,John Hastings,J Hastings,Australia,1985-11-04,False,True,
751,769,Jason Mohammed,J Mohammed,West India,1986-09-23,False,True,
752,770,James Adams,J Adams,England,1980-09-23,False,False,
755,773,Colin Munro,C Munro,New Zealand,1987-03-11,False,False,
759,777,JJ Cobb,JJ Cobb,England,2012-09-06,False,True,
768,786,Nick Compton,N Compton,England,1983-06-26,False,True,
774,792,Steve O'Keefe,S O'Keefe,Australia,1984-12-09,False,True,
778,796,Adil Rashid,A Rashid,England,1988-02-17,False,True,
779,797,Nathan Lyon,N Lyon,Australia,1987-11-20,False,True,
780,798,Kane Richardson,K Richardson,Australia,1991-02-12,True,True,
786,806,Amy Jones,A Jones,England,1993-06-13,False,True,
787,808,Seekkuge Prasanna,S Prasanna,Sri Lanka,1985-06-27,False,True,
790,811,Sachithra Senanayake,S Senanayake,Sri Lanka,1985-02-09,False,True,
796,817,Dushmantha Chameera,D Chameera,Sri Lanka,1992-01-11,False,True,
799,820,Colin de Grandhomme,C de Grandhomme,New Zealand,1986-07-22,True,True,FAST_SEAM
804,825,Michael Carberry,M Carberry,England,1980-09-29,False,False,
805,826,Liam Dawson,L Dawson,England,1990-03-01,False,True,
806,827,Sean Ervine,S Ervine,Zimbabwe,1982-12-06,False,False,
810,831,James Vince,J Vince,England,1991-03-14,False,True,
811,832,Christopher Wood,C Wood,England,1990-06-27,False,True,
812,833,Temba Bavuma,T Bavuma,South Africa,1990-05-17,False,True,
813,834,Quinton de Kock,Q de Kock,South Africa,1992-12-17,False,False,
815,836,Chris Morris,C Morris,South Africa,1987-04-30,True,True,FAST_SEAM
819,840,Nathan Coulter-Nile,N Coulter-Nile,Australia,1987-10-11,False,True,
822,843,Joe Mennie,J Mennie,Australia,1988-12-24,False,True,
825,846,Sarfaraz Ahmed,S Ahmed,Pakistan,1987-05-22,False,True,
833,854,Abdur Rehman,A Rehman,Pakistan,1980-03-01,False,False,
834,855,Haris Sohail,H Sohail,Pakistan,1989-01-09,False,False,
836,857,Josh Hazlewood,J Hazlewood,Australia,1991-01-08,False,False,
837,858,Nic Maddinson,N Maddinson,Australia,1991-12-21,False,False,
839,860,Peter Nevill,P Nevill,Australia,1985-10-13,False,True,
841,862,Heino Kuhn,H Kuhn,South Africa,1984-04-01,False,True,
846,867,Jacques Rudolph,J Rudolph,South Africa,1981-05-04,False,False,
848,869,David Wiese,D Wiese,South Africa,1985-05-18,False,True,
850,871,Shannon Gabriel,S Gabriel,West India,1988-04-28,False,True,
851,872,Evin Lewis,E Lewis,West India,1991-12-27,False,False,
858,879,Gary Ballance,G Ballance,England,1989-11-22,False,False,
859,880,Andrew Gale,A Gale,England,1983-11-28,False,False,
860,881,Oliver Hannon-Dalby,O Hannon-Dalby,England,1989-06-20,False,False,
863,884,Adam Lyth,A Lyth,England,1987-09-25,False,False,
864,885,Steve Patterson,S Patterson,England,1983-10-03,False,True,
865,886,Azeem Rafiq,A Rafiq,England,1991-02-27,False,True,
866,887,Joe Root,J Root,England,1990-12-30,True,True,OFF_SPIN
867,888,Ryan Sidebottom,R Sidebottom,England,1978-01-15,False,False,
870,891,Yashoda Mendis,Y Mendis,Sri Lanka,1986-09-15,False,True,
876,897,Ed Cowan,E Cowan,Australia,1982-06-16,False,True,
877,898,Imran Tahir,I Tahir,South Africa,1979-03-27,True,True,
878,899,Alastair Cook,A Cook,England,1984-12-25,False,False,
879,900,James Anderson,J Anderson,England,1982-07-30,False,False,
880,901,Ian Bell,I Bell,England,1982-04-11,False,True,
881,902,Stuart Meaker,S Meaker,England,1989-01-21,False,True,
882,903,Graham Onions,G Onions,England,1982-09-09,False,True,
884,905,Matt Prior,M Prior,England,1982-02-26,False,True,
