,id,fullName,shortName,nationality,dateOfBirth,rightArmedBowl,rightHandedBat,bowlingStyle
129,130,Sourav Ganguly,S Ganguly,Indian,1972-07-08,False,False,
130,131,Rahul Dravid,R Dravid,Indian,1973-01-11,True,True,
131,132,Aakash Chopra,A Chopra,Indian,1977-09-19,False,False,
132,133,Abhishek Raut,A Raut,Indian,1987-03-03,False,False,
133,134,Aditya Dole,A Dole,Indian,1987-10-09,False,False,
134,135,Ajinkya Rahane,A Rahane,Indian,1988-06-06,True,True,
135,136,Amit Paunikar,A Paunikar,Indian,1988-04-18,False,False,
136,137,Amit Singh,A Singh,Indian,1981-06-21,False,False,
137,138,Ankeet Chavan,A Chavan,Indian,1985-10-28,False,False,
138,139,Ashok Menaria,A Menaria,Indian,1990-10-29,False,False,
139,140,Deepak Chahar,D Chahar,Indian,1992-08-07,True,True,
140,141,Dishant Yagnik,D Yagnik,Indian,1983-06-22,False,False,
141,142,Faiz Fazal,F Fazal,Indian,1985-09-07,False,False,
142,143,Nayan Doshi,N Doshi,Indian,2012-02-27,False,True,
143,144,Pankaj Singh,P Singh,Indian,1985-05-06,False,False,
144,145,Pinal Shah,P Shah,Indian,2012-02-27,False,True,
145,146,Samad Fallah,S Fallah,Indian,1985-05-02,False,False,
146,147,Siddharth Trivedi,S Trivedi,Indian,1982-09-04,False,False,
147,148,Stuart Binny,S Binny,Indian,1984-06-03,True,True,
148,149,Sumit Narwal,S Narwal,Indian,1982-04-16,False,False,
149,150,Shanthakumaran Sreesanth,S Sreesanth,Indian,1983-02-06,False,False,
150,151,Abhimanyu Mithun,A Mithun,Indian,1989-10-25,True,True,
151,152,Abrar Kazi,A Anjum Kazi,Indian,2012-02-27,False,False,
152,153,Arun Karthik,A Karthik,Indian,1986-02-15,False,False,
153,154,Asad Pathan,A Pathan,Indian,1984-06-17,False,False,
154,155,CM Gautam,CM Gautam,Indian,1986-03-08,False,False,
155,156,Cheteshwar Pujara,C Pujara,Indian,1988-01-25,False,False,
156,157,Harshal Patel,H Patel,Indian,1990-11-23,True,True,
157,158,Mayank Agarwal,M Agarwal,Indian,1991-02-18,True,True,
158,159,Mohammad Kaif,M Kaif,Indian,1980-12-01,False,False,
159,160,Raju Bhatkal,R Bhatkal,Indian,1985-09-01,False,False,
160,161,Ryan Ninan,R Ninan,Indian,1985-11-19,False,False,
161,162,Sreenath Arvind,S Arvind,Indian,1984-04-08,False,False,
162,163,Saurabh Tiwary,S Tiwary,Indian,1989-12-30,True,False,
163,164,Virat Kohli,V Kohli,Indian,1988-11-05,True,True,
164,165,Zaheer Khan,Z Khan,Indian,1978-10-07,False,True,
165,166,Vinay Kumar,V Kumar,Indian,1984-02-12,True,True,
166,167,Aaron Finch,A Finch,Australian,1986-11-17,False,True,
167,168,Colin Ingram,C Ingram,South African,1985-07-03,False,True,
168,169,Morne Morkel,M Morkel,South African,1984-10-06,False,False,
169,170,David Warner,D Warner,Australian,1986-10-27,False,False,
170,171,James Hopes,J Hopes,Australian,2012-02-27,False,True,
171,172,Kevin Pietersen,K Pietersen,English,1980-06-27,False,False,
172,173,Roelof van der Merwe,R van der Merwe,Dutch,1984-12-31,False,False,
173,174,Travis Birt,T Birt,Australian,1981-12-09,False,False,
174,175,Mahela Jayawardene,M Jayawardene,Sri Lankan,1977-05-27,False,False,
175,176,Doug Bracewell,D Bracewell,New Zealander,1990-09-28,False,False,
176,177,Andre Russell,A Russell,West Indian,1988-04-29,True,True,
177,178,Cameron White,C White,Australian,1983-08-18,False,False,
178,179,Chris Lynn,C Lynn,Australian,1990-04-10,False,True,
179,180,Dale Steyn,D Steyn,South African,1983-06-27,False,False,
180,181,Dan Christian,D Christian,Australian,1983-05-04,True,True,
181,182,JP Duminy,JP Duminy,South African,1984-04-14,False,False,
182,183,Juan Theron,J Theron,South African,1985-07-24,False,False,
183,184,Darren Bravo,DM Bravo,West Indian,1989-02-06,False,False,
184,185,Daniel Harris,D Harris,Australian,1975-12-31,False,False,
185,186,David Hussey,D Hussey,Australian,1977-07-15,False,False,
186,187,David Miller,D Miller,South African,1989-06-10,False,False,
187,188,Dimitri Mascarenhas,D Mascarenhas,English,1977-10-30,False,False,
188,189,Nathan Rimmington,N Rimmington,Australian,1982-11-11,False,False,
189,190,Ryan Harris,R Harris,Australian,1979-10-11,False,False,
190,191,Shaun Marsh,S Marsh,Australian,1983-07-09,False,False,
191,192,Stuart Broad,S Broad,English,1986-06-24,True,False,FAST_SEAM
192,193,James Faulkner,J Faulkner,Australian,1990-04-29,False,True,
193,194,Azhar Mahmood,A Mahmood,English,1975-02-28,False,False,
194,195,Brad Haddin,B Haddin,Australian,1977-10-23,False,True,
195,196,Brett Lee,B Lee,Australian,1976-11-08,False,False,
196,197,Eoin Morgan,E Morgan,English,1986-09-10,False,False,
197,198,Jacques Kallis,J Kallis,South African,1975-10-16,False,False,
198,199,James Pattinson,J Pattinson,Australian,1990-05-03,False,False,
199,200,Ryan ten Doeschate,R ten Doeschate,Dutch,1980-06-30,False,False,
200,201,Shakib Al Hasan,S Al Hasan,Bangladeshi,1987-03-24,False,False,
201,202,Brendon McCullum,B McCullum,New Zealander,1981-09-27,True,True,
202,203,Sunil Narine,S Narine,West Indian,1988-05-26,False,False,
203,204,Marchant de Lange,M de Lange,South African,1990-10-13,False,False,
204,205,Aiden Blizzard,A Blizzard,Australian,1984-06-27,False,False,
205,206,Andrew Symonds,A Symonds,Australian,1975-06-09,False,True,
206,207,Clint McKay,C McKay,Australian,1983-02-22,False,True,
207,208,Davy Jacobs,D Jacobs,South African,2012-02-27,False,True,
208,209,James Franklin,J Franklin,New Zealander,1980-11-07,False,True,
209,210,Kieron Pollard,K Pollard,West Indian,1987-05-12,True,True,
210,211,Lasith Malinga,L Malinga,Sri Lankan,1983-08-28,True,True,
211,212,Herschelle Gibbs,H Gibbs,South African,1974-02-23,False,True,
212,213,Mitchell Johnson,M Johnson,Australian,1981-11-02,False,False,
213,214,Robin Peterson,R Peterson,South African,1979-08-04,False,True,
214,215,Thisara Perera,NTLC Perera,Sri Lankan,1989-04-03,False,True,
215,216,Alfonso Thomas,A Thomas,South African,1977-02-09,False,False,
216,217,Angelo Mathews,A Mathews,Sri Lankan,1987-06-02,True,True,
217,218,Callum Ferguson,C Ferguson,Australian,1984-11-21,False,False,
218,219,Graeme Smith,G Smith,South African,1981-02-01,False,False,
219,220,Jesse Ryder,J Ryder,New Zealander,1984-08-06,False,False,
220,221,Mitchell Marsh,M Marsh,Australian,1991-10-20,False,True,
221,222,Nathan McCullum,N McCullum,New Zealander,1980-09-01,False,True,
222,223,Wayne Parnell,W Parnell,South African,1989-07-30,False,False,
223,224,Johan Botha,J Botha,South African,1982-05-02,False,False,
224,225,Paul Collingwood,P Collingwood,English,1976-05-26,False,False,
225,226,Ross Taylor,R Taylor,New Zealander,1984-03-08,False,False,
226,227,Shane Watson,S Watson,Australian,1981-06-17,True,True,
227,228,Shaun Tait,S Tait,Australian,1983-02-22,False,False,
228,229,Brad Hodge,B Hodge,Australian,1974-12-29,False,False,
229,230,Dinesh Chandimal,D Chandimal,Sri Lankan,1989-11-18,False,False,
230,231,Brad Hogg,B Hogg,Australian,1971-02-06,False,False,
231,232,Kevon Cooper,K Cooper,West Indian,1989-02-02,False,False,
232,233,AB de Villiers,AB de Villiers,South African,1984-02-17,True,True,
233,234,Andrew McDonald,A McDonald,Australian,1981-06-05,False,False,
234,235,Charl Langeveldt,C Langeveldt,South African,1974-12-17,False,False,
235,236,Chris Gayle,C Gayle,West Indian,1979-09-21,True,False,
236,237,Dirk Nannes,D Nannes,Australian,1976-05-16,False,False,
237,238,Luke Pomersbach,L Pomersbach,Australian,1984-09-28,False,False,
238,239,Rilee Rossouw,R Rossouw,South African,1989-10-09,False,False,
239,240,Tillakaratne Dilshan,T Dilshan,Sri Lankan,1976-10-14,False,False,
240,241,Muttiah Muralitharan,M Muralitharan,Sri Lankan,1972-04-17,True,True,OFF_SPIN
241,242,Mohnish Mishra,M Mishra,Indian,1984-02-09,False,False,
242,243,Daniel Vettori,D Vettori,New Zealander,1979-01-27,False,False,
243,244,Sneha Kishore,S Kishore,Indian,1993-12-31,False,False,
244,245,Tanmay Mishra,T Mishra,Kenyan,1986-12-22,False,True,
245,246,TP Sudhindra,TP Sudhindra,Indian,1984-04-24,False,False,
246,247,Ahmed Quadri,A Quadri,Indian,1981-12-02,False,False,
247,248,Atchuta Rao,A Rao,Indian,1986-08-21,False,False,
248,249,Biplap Samantray,B Samantray,Indian,1988-12-14,False,False,
249,250,Veer Pratap Singh,VP Singh,Indian,1992-05-03,False,False,
250,251,Sunny Gupta,S Gupta,Indian,1988-09-27,False,False,
251,252,Zafir Patel,Z Patel,Indian,1991-09-14,False,False,
252,253,Gurkeerat Mann Singh,GM Singh,Indian,1990-06-29,True,True,OFF_SPIN
253,254,Parvinder Awana,P Awana,Indian,1986-07-19,False,False,
254,256,Chirag Jani,C Jani,Indian,1989-11-09,True,True,MEDIUM_SEAM
255,257,Iresh Saxena,I Saxena,Indian,1984-03-14,False,False,
256,258,Sanju Samson,S Samson,Indian,1994-11-11,True,True,
257,259,Debabrata Das,D Das,Indian,1986-09-22,False,False,
258,260,Amitoze Singh,A Singh,Indian,2012-03-19,False,True,
259,261,Kuldeep Yadav,K Yadav,Indian,1994-12-14,False,False,
260,262,Rahul Shukla,R Shukla,Indian,2012-03-19,False,True,
261,263,Sujit Nayak,S Nayak,Indian,1989-06-23,False,True,
262,264,Apporv Wankhade,A Wankhade,Indian,1992-03-14,False,True,
263,265,Jaydev Shah,J Shah,Indian,1983-05-04,True,False,
264,266,Richard Levi,R Levi,South African,1988-01-14,False,True,
265,267,Anustup Majumdar,A Majumdar,Indian,1984-04-30,False,False,
266,268,Mahesh Rawat,M Rawat,Indian,1985-10-25,False,False,
267,269,Krishnakant Upadhyay,K Upadhyay,Indian,1986-06-18,False,False,
268,270,Raiphi Gomez,R Gomez,Indian,1985-10-16,False,False,
269,271,Steve Smith,S Smith,Australian,1989-06-02,True,True,
270,272,Marlon Samuels,M Samuels,West Indian,1981-01-05,False,False,
271,273,Ajit Chandila,A Chandila,Indian,2012-01-01,False,False,
272,274,Gajendra Singh,G Singh,Indian,1988-09-10,False,False,
273,275,Owais Shah,O Shah,English,1978-10-22,False,False,
274,276,Karun Nair,K Nair,Indian,1991-12-06,True,True,
275,277,Ronit More,R More,Indian,1992-02-11,False,False,
276,278,Vijay Zol,V Zol,Indian,1994-11-23,False,False,
277,279,KP Appanna,KP Appanna,Indian,1988-12-20,False,False,
278,280,S Thiyagrajan,S Thiyagrajan,Indian,2012-01-01,False,False,
279,281,Syed Mohammad,S Mohammad,Indian,2012-01-01,False,False,
280,282,Glenn Maxwell,G Maxwell,Australian,1988-10-14,True,True,OFF_SPIN
281,283,Gulam Bodi,G Bodi,South African,1979-01-04,False,False,
282,284,Abhishek Jhunjhunwala,A Jhunjhunwala,Indian,1982-12-01,False,False,
283,285,Luke Wright,L Wright,English,1985-03-07,False,False,
284,286,Michael Clarke,M Clarke,Australian,1981-04-02,False,False,
285,287,Tamim Iqbal,T Iqbal,Bangladeshi,1989-03-20,False,False,
286,288,Ryan McLaren,R McLaren,South African,1983-02-09,False,False,
287,289,S Sriram,S Sriram,,2012-04-27,False,True,
288,290,Matthew Wade,M Wade,Australian,1987-12-26,False,True,
289,291,SA Asnodkar,SA Asnodkar,,2012-04-27,False,True,
290,292,Shane Warne,S Warne,Australian,1969-09-13,False,True,
291,293,Jacob Oram,J Oram,New Zealander,1978-07-28,False,False,
292,294,JJ van der Wath,JJ van der Wath,,2012-04-27,False,True,
293,295,P Prasanth,P Prasanth,,2012-04-27,False,True,
294,296,Michael Klinger,M Klinger,Australian,1980-07-04,False,True,
295,297,Kedar Jadhav,K Jadhav,Indian,1985-03-26,True,True,
296,298,P Parameswaran,P Parameswaran,,2012-04-27,False,True,
297,299,Y Gnaneswara Rao,Y Gnaneswara Rao,,2012-04-27,False,True,
298,300,Balachandra Akhil,B Akhil,Indian,1977-10-07,False,True,
299,301,VVS Laxman,VVS Laxman,Indian,2012-04-27,False,True,
300,303,Tim Paine,T Paine,Australian,1984-12-08,False,True,
301,304,AN Ahmed DUPLICATE,AN Ahmed,,2012-04-27,False,True,
302,305,Ray Price,R Price,Zimbabwean,1976-06-12,False,True,
303,306,Mark Boucher,MV Boucher,South African,1976-12-03,False,True,
304,307,Tim Southee,T Southee,New Zealander,1988-12-11,True,True,
305,308,I Malhotra,I Malhotra,,2012-04-27,False,True,
306,309,Michael Lumb,M Lumb,English,1980-12-02,False,True,
307,310,Glenn McGrath,GD McGrath,Australian,1970-02-09,False,True,
308,311,MF Maharoof,MF Maharoof,,2012-04-30,False,True,
309,312,Mohammad Asif,Mohammad Asif,,2012-04-30,False,True,
310,313,Brett Geeves,B Geeves,Australian,1982-06-13,False,True,
311,314,Shoaib Malik,S Malik,Pakistani,1982-02-01,False,True,
312,315,Younis Khan,Younis Khan,Pakistani,1977-11-29,False,True,
313,316,Kamran Akmal,K Akmal,Pakistani,1982-01-13,False,True,
314,317,Dinesh Salunkhe,D Salunkhe,Indian,1982-11-12,False,True,
315,318,Darren Lehmann,DS Lehmann,Australian,1970-02-05,False,True,
316,319,T Kohli,T Kohli,,2012-04-30,False,True,
317,320,NK Patel,NK Patel,,2012-04-30,False,True,
318,321,Sohail Tanvir,Sohail Tanvir,Pakistani,1984-12-12,False,True,
319,322,K Goel,K Goel,,2012-04-30,False,True,
320,323,P Dharmani,P Dharmani,,2012-04-30,False,True,
321,324,VRV Singh,VRV Singh,,2012-04-30,False,True,
322,325,Ramnaresh Sarwan,R Sarwan,West Indian,1980-06-23,False,True,
323,326,Simon Katich,S Katich,Australian,1975-08-21,False,False,
324,327,U Kaul,U Kaul,,2012-04-30,False,True,
325,328,WA Mota,WA Mota,,2012-04-30,False,True,
326,329,DT Patil,DT Patil,,2012-04-30,False,True,
327,330,Abdur Razzak,Abdur Razzak,Bangladeshi,1982-06-15,False,True,
328,331,Anil Kumble,A Kumble,Indian,1970-10-17,False,True,
329,332,Misbah-ul-Haq,Misbah-ul-Haq,Pakistani,1974-05-28,False,True,
330,333,Shivnarine Chanderpaul,S Chanderpaul,West Indian,1974-08-16,False,False,
331,334,W Jaffer,W Jaffer,,2012-04-30,False,True,
332,335,Ashley Noffke,AA Noffke,Australian,1977-04-30,False,True,
333,336,J Arunkumar,J Arunkumar,,2012-04-30,False,True,
334,337,SB Joshi,SB Joshi,,2012-04-30,False,True,
335,338,Luke Ronchi,L Ronchi,New Zealander,1981-04-23,False,True,
336,339,RV Pawar,RV Pawar,,2012-04-30,False,True,
337,340,RR Raje,RR Raje,,2012-04-30,False,True,
338,341,VS Yeligati,VS Yeligati,,2012-04-30,False,True,
339,342,Sanath Jayasuriya,ST Jayasuriya,Sri Lankan,1969-06-30,False,True,
340,344,Dominic Thornely,D Thornely,Australian,1978-10-01,False,True,
341,345,Dilhara Fernando,D Fernando,Sri Lankan,1979-07-19,False,True,
342,346,Andre Nel,A Nel,South African,1977-07-15,False,True,
343,347,Shaun Pollock,SM Pollock,South African,1973-07-16,False,True,
344,348,MA Khote,MA Khote,,2012-04-30,False,True,
345,349,Daniel Smith,D Smith,Australian,1982-03-17,False,True,
346,350,Stephen Fleming,SP Fleming,New Zealander,1973-04-01,False,True,
347,351,Makhaya Ntini,M Ntini,South African,1977-07-06,False,True,
348,352,Matthew Hayden,ML Hayden,Australian,1971-10-29,False,True,
349,353,Chamara Kapugedera,CK Kapugedera,Sri Lankan,1987-02-24,False,True,
350,354,S Vidyut,S Vidyut,,2012-04-30,False,True,
351,355,P Amarnath,P Amarnath,,2012-04-30,False,True,
352,356,Shoaib Akhtar,Shoaib Akhtar,Pakistani,1975-08-13,False,True,
353,357,Tatenda Taibu,T Taibu,Zimbabwean,1983-05-14,False,True,
354,358,Ajantha Mendis,A Mendis,Sri Lankan,1985-03-11,False,True,
355,359,Umar Gul,U Gul,Pakistani,1984-04-14,False,True,
356,360,Salman Butt,Salman Butt,,2012-04-30,False,True,
357,361,Ricky Ponting,R Ponting,Australian,1974-12-19,False,True,
358,363,H Das,H Das,,2012-04-30,False,True,
359,364,DNT Zoysa,DNT Zoysa,,2012-04-30,False,True,
360,365,PM Sarvesh Kumar,PM Sarvesh Kumar,,2012-04-30,False,True,
361,366,LPC Silva,LPC Silva,,2012-04-30,False,True,
362,367,Shahid Afridi,S Afridi,Pakistani,1980-03-01,False,True,
363,368,D Kalyankrishna,D Kalyankrishna,,2012-04-30,False,True,
364,369,DP Vijaykumar,DP Vijaykumar,,2012-04-30,False,True,
365,370,Chaminda Vaas,WPUJC Vaas,Sri Lankan,1974-01-27,False,True,
366,371,SB Bangar,SB Bangar,,2012-04-30,False,True,
367,372,YA Abdulla,YA Abdulla,,2012-04-30,False,True,
368,373,RR Bose,RR Bose,,2012-04-30,False,True,
369,374,Ravi Bopara,R Bopara,English,1985-05-04,False,True,
370,375,T Henderson,T Henderson,,2012-04-30,False,True,
371,376,SM Harwood,SM Harwood,,2012-04-30,False,True,
372,377,LA Carseldine,LA Carseldine,,2012-04-30,False,True,
373,378,Rob Quiney,R Quiney,Australian,1982-08-20,False,False,
374,379,R Bishnoi,R Bishnoi,,2012-04-30,False,True,
375,380,D du Preez,D du Preez,,2012-04-30,False,True,
376,382,RA Shaikh,RA Shaikh,,2012-04-30,False,True,
377,383,Mohammad Ashraful,Mohammad Ashraful,Bangladeshi,1984-07-07,False,True,
378,384,C Nanda,C Nanda,,2012-04-30,False,True,
379,385,GR Napier,GR Napier,,2012-04-30,False,True,
380,386,MN van Wyk,MN van Wyk,,2012-04-30,False,True,
381,387,SS Shaikh,SS Shaikh,,2012-04-30,False,True,
382,388,Moises Henriques,M Henriques,Australian,1987-02-01,False,True,
383,390,Arindam Ghosh,AN Ghosh,Indian,1986-10-19,False,True,
384,391,Mashrafe Mortaza,M Mortaza,Bangladeshi,1983-10-05,False,True,
385,392,Andrew Flintoff,A Flintoff,English,1977-12-06,False,True,
386,393,T Thushara,T Thushara,,2012-04-30,False,True,
387,394,Azhar Bilakhia,AA Bilakhia,Indian,1986-05-31,False,True,
388,395,Jaskaran Singh,J Singh,Indian,1989-09-04,True,True,MEDIUM_SEAM
389,396,FH Edwards - DUPLICATE,FH Edwards,,2012-04-30,False,True,
